,bgm,bpm,genre,language,public_time,attitude,emotion,match,like_time,unlike_time
1841,最火小黄鸭 - 沈梦逸,151.99908090000002,Pop,其他,2018/10/19,positive,mad,1,0,0
1842,军训歌 - 萌萌哒天团,71.77734375,Pop,国语,2015/8/26,positive,happy,1,0,0
1843,小黄鸭 (DJ版) - 山河、唐总,151.99908090000002,Dance,纯音乐,2018/10/23,positive,mad,1,0,0
1844,We Will Rock You - Max Raabe,89.10290948,rock,英语,2013/7/30,positive,happy,1,0,0
1845,EA7嘟嘟喂嘟嘟 不摇都是猪 - 六月,135.9991776,hiphop,纯音乐,2019/8/25,positive,happy,1,0,0
1846,EA7嘟嘟喂嘟嘟 不摇都是猪 - 六月,135.9991776,hiphop,纯音乐,2019/8/25,positive,happy,1,0,0
1847,EA7嘟嘟喂嘟嘟 不摇都是猪 - 六月,135.9991776,hiphop,纯音乐,2019/8/25,positive,happy,1,0,0
1848,쥐가 백마리 (一百只老鼠) - 七公主,92.28515625,Children,韩语,2005/6/11,positive,happy,1,0,0
1849,哎呀呀 - 小爱与花儿乐队,123.046875,hiphop,国语,2018/6/19,negative,mad,1,0,0
1850,哎呀呀 - 小爱与花儿乐队,123.046875,hiphop,国语,2018/6/19,negative,mad,1,0,0
1851,哎呀呀 - 小爱与花儿乐队,123.046875,hiphop,国语,2018/6/19,negative,mad,1,0,0
1852,爱的魔法 - 阮豆,95.703125,country,国语,2017/8/11,negative,peaceful,1,0,0
1853,爱的魔法 - 阮豆,95.703125,country,国语,2017/8/11,negative,peaceful,1,0,0
1854,빙고 (아싸) (答对了)(广场舞版) - Turtles,135.9991776,Pop,韩语,2004/11/16,positive,sad,1,0,0
1855,サンデーモーニング (星期天的早晨) - つじあやの,117.4538352,blues,日语,2002/4/17,positive,happy,1,0,0
1856,Nothing to Fear - Dexter Britain,123.046875,Electronica,纯音乐,2014/11/3,positive,happy,1,0,0
1857,Dopis Bez Adresy - Jiří Vašíček、Orchestr Gustava Broma,172.265625,Pop,英语,2018/5/18,,happy,1,0,0
1858,Bloom of Youth (风华正茂) - Key Sounds Label,135.9991776,Soundtrack,纯音乐,2010/6/25,positive,happy,1,0,0
1859,This Love of Mine - kenny dorham,135.9991776,Jazz,纯音乐,1960/2/11,negative,happy,1,0,0
1860,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,2019/11/12,negative,happy,1,0,0
1861,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,2019/11/12,negative,happy,1,0,0
1862,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,2019/11/12,negative,happy,1,0,0
1863,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,2019/11/12,negative,happy,1,0,0
1864,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,2019/11/12,negative,happy,1,0,0
1865,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,2019/11/12,negative,happy,1,0,0
1866,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,2019/11/12,negative,happy,1,0,0
1867,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,2019/11/12,negative,happy,1,0,0
1868,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,2019/11/12,negative,happy,1,0,0
1869,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,2019/11/12,negative,happy,1,0,0
1870,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,2019/11/12,negative,happy,1,0,0
1871,孤芳自赏 (改编版) - 网络歌手,86.1328125,rock,国语,2019/11/12,negative,happy,1,0,0
1872,爱的苦酒 - 林翠萍,107.6660156,Pop,国语,1990/3/1,negative,happy,1,0,0
1873,She Wants Me Dead - Cazzette、AronChupa、The High,107.6660156,Dance,英语,2016/5/13,positive,happy,1,0,0
1874,María (完整原版) - 赵梓婷,99.38401442,hiphop,,,,sad,1,0,0
1875,帝国のマーチ (ダース・ベイダーのテーマ) - 栗コーダーカルテット,107.6660156,Soundtrack,纯音乐,2006/7/5,positive,sad,1,0,0
1876,MAMAMOO-WIND FLOWER（AKEN Remix） - AKEN,112.3471467,Pop,韩语,2019/1/23,negative,happy,1,0,0
1877,奶牛咖啡 (Original mix) - 林子于,129.1992188,Pop,纯音乐,2020/3/10,negative,sad,1,0,0
1878,это ли счастье - 周林辉,103.359375,Dance,国语,2020/6/23,negative,happy,1,0,0
1879,小萌宝 (片段) - 宋子楚,112.3471467,Children,国语,2019/11/2,positive,happy,1,0,0
1880,官方回答 - O.WEN,99.38401442,hiphop,,,,sad,1,0,0
1881,官方回答 - O.WEN,99.38401442,hiphop,,,,sad,1,0,0
1882,官方回答 - O.WEN,99.38401442,hiphop,,,,sad,1,0,0
1883,童年 (片段) - 打碗哥,129.1992188,hiphop,,,,happy,1,0,0
1884,童年 (片段) - 打碗哥,129.1992188,hiphop,,,,happy,1,0,0
1885,童年 (片段) - 打碗哥,129.1992188,hiphop,,,,happy,1,0,0
1886,欢乐颂 - 陈咏、陈娇,117.4538352,WorldMusic,国语,2016/6/17,positive,happy,1,0,0
1887,有何不可 - 文武贝,151.99908090000002,blues,,,positive,sad,1,0,0
1888,有何不可 - 文武贝,151.99908090000002,blues,,,positive,sad,1,0,0
1889,明天，你好 - 牛奶咖啡,129.1992188,Pop,国语,2011/7/11,positive,sad,1,0,0
1890,Dream It Possible - 张靓颖,123.046875,Pop,国语,2015/11/26,positive,happy,1,0,0
1891,你存在 - 陈一靓,123.046875,blues,,,,happy,1,0,0
1892,это ли счастье (热搜版) - 小猫多鱼,103.359375,Dance,国语,2020/6/1,negative,happy,1,0,0
1893,Small Axe (Paul & Price Remix) - Bob Marley & The Wailers,107.6660156,rock,英语,2015/11/5,,happy,1,0,0
1894,大田后生仔 (DJ豪大大版) - 王玉萌、豪大大,129.1992188,hiphop,国语,2019/11/8,positive,mad,1,0,0
1895,大田后生仔 (DJ豪大大版) - 王玉萌、豪大大,129.1992188,hiphop,国语,2019/11/8,positive,mad,1,0,0
1896,大田后生仔 (DJ豪大大版) - 王玉萌、豪大大,129.1992188,hiphop,国语,2019/11/8,positive,mad,1,0,0
1897,糸くり - rikki,143.5546875,metal,日语,2002/8/21,,happy,1,0,0
1898,少年,89.10290948,Pop,国语,2019/11/14,negative,peaceful,1,0,0
1899,酒醉的蝴蝶 (水兵舞版) - 丹尼·翁,151.99908090000002,hiphop,,,,happy,1,0,0
1900,Small Axe - Bob Marley & The Wailers,107.6660156,rock,英语,2004/2/10,positive,happy,1,0,0
1901,小星星 (片段) - 浪子康,135.9991776,country,国语,2020/4/16,positive,peaceful,1,0,0
1902,惊雷 (改编版片段) - 网络歌手,86.1328125,rock,,,,happy,1,0,0
1903,小星星 - 浪子康,172.265625,country,国语,2019/6/5,positive,happy,1,0,0
1904,夏日炎炎有你超甜 (DJ完整版) - 刘士鸣,129.1992188,Dance,国语,2020/6/23,,happy,1,0,0
1905,还有我 - 悦开心,143.5546875,Pop,国语,2019/9/17,positive,happy,1,0,0
1906,后继者 - 任然,129.1992188,Pop,国语,2016/11/25,negative,peaceful,1,0,0
1907,爱 存在 (DJ版) - 未知,123.046875,hiphop,国语,2020/7/6,negative,happy,1,0,0
1908,Journey - Capo Productions,75.99954044,rock,纯音乐,2010/1/1,positive,happy,1,0,0
1909,123木头人 (片段) - 蓝心羽,117.4538352,blues,国语,2012/10/18,negative,peaceful,1,0,0
1910,潇湘子 - 霹雳英雄布袋戏,151.99908090000002,Soundtrack,纯音乐,1997/1/1,positive,happy,1,0,0
1911,百战成诗 (3燃情版) (含音效) - 萧忆情Alex、不才、小爱的妈、肥皂菌、笛呆子囚牛、李冠辰、佑旻yomi、情桑_Eric、江晓晖、金弦、周延英（英子-effie）、陌秋离、畅畅酱、章鱼烧正太、潇潇雨、栩影、倪莫问、老虎欧巴、凤冴、令狐襄儿,129.1992188,country,国语,2020/5/5,positive,happy,1,0,0
1912,Wrap Me in plastic (片段) - Koka,89.10290948,Dance,英语,2017/10/27,negative,happy,1,0,0
1913,Clear Water - Robert Haigh,92.28515625,blues,,,,mad,1,0,0
1914,Larg - Elgit Doda,117.4538352,Dance,其他,2019/5/28,negative,peaceful,1,0,0
1915,夏日炎炎有你超甜 (完整原版片段) - 苏名哲,129.1992188,Dance,国语,2020/6/17,positive,happy,1,0,0
1916,莫西莫西 - 坏小欠,135.9991776,rock,纯音乐,2020/6/17,positive,happy,1,0,0
1917,桃花笑 - 锦零,129.1992188,Soundtrack,国语,2019/1/8,positive,happy,1,0,0
1918,女生大姨妈来了到底有多疼?男人们好好疼你女友老婆吧! - 未知,99.38401442,pop,,,,sad,1,0,0
1919,Don't Stay Away for Too Long - Walton Green,143.5546875,Pop,其他,2020/3/18,negative,happy,1,0,0
1920,干啥呢 (DJ版) - 代慧颖,123.046875,Pop,国语,2015/12/18,negative,mad,1,0,0
1921,如果我变成回忆 - Tank,129.1992188,Pop,国语,2009/5/29,positive,happy,1,0,0
1922,怎么说我不爱你 - 耀温顺,129.1992188,Pop,国语,2011/6/30,negative,sad,1,0,0
1923,Pump - Valentino Khan,129.1992188,Dance,英语,2017/5/26,positive,mad,1,0,0
1924,女生大姨妈来了到底有多疼?男人们好好疼你女友老婆吧! - 一风之音,99.38401442,pop,,,,sad,1,0,0
1925,上劲儿摇 - 网络歌手,129.1992188,Dance,其他,2017/9/27,positive,happy,1,0,0
1926,Rizky Ayuba-黑人抬棺（雨降天 remix） - 未知,129.1992188,hiphop,,,,mad,1,0,0
1927,处处吻 (正式版) - 于梓贝,117.4538352,country,粤语,2019/12/31,positive,happy,1,0,0
1928,处处吻 - 于梓贝,117.4538352,country,粤语,2004/12/1,positive,happy,1,0,0
1929,Welcome to Planet Urf - 英雄联盟,172.265625,Soundtrack,纯音乐,2015/3/1,positive,happy,1,0,0
1930,今夜的你又在和谁约会 - 未知,129.1992188,country,,,,happy,1,0,0
1931,ཁྱེད་དང་མཇལ། 遇见你 - CRIMSON,117.4538352,blues,,,,happy,1,0,0
1932,新疆味道 - 王洋,99.38401442,Pop,国语,2016/6/6,positive,happy,1,0,0
1933,그랬었구나 (듀엣 버전) - 徐正雅、정의송,123.046875,hiphop,,,,happy,1,0,0
1934,UNINE手写科普室--幕后大公开 - 未知,99.38401442,country,,,,sad,1,0,0
1935,星座少女 - TC GIRLS女团,135.9991776,Pop,国语,2019/6/27,positive,mad,1,0,0
1936,梦中的太阳 - 洛桑甲措,161.49902340000003,jazz,,,,happy,1,0,0
1937,17岁 - 刘德华,80.74951172,Pop,粤语,2003/6/5,positive,happy,1,0,0
1938,处处吻 - 亮声open,129.1992188,Pop,粤语,2004/12/1,positive,mad,1,0,0
1939,怪我吧 (DJ沈念版) - 亦伊,117.4538352,hiphop,,,,sad,1,0,0
1940,风情万种 - 沙粒小姐,99.38401442,Pop,国语,2020/5/29,positive,peaceful,1,0,0
1941,大哥走路怕过谁 (片段) - 二咖(东北话配音),143.5546875,hiphop,,,,sad,1,0,0
1942,儿时 (DJ阿祥版) - DJ、阿祥,129.1992188,hiphop,,,,sad,1,0,0
1943,劳作的春夏秋2 (氛围音乐) - 阿鲲,143.5546875,classical,,,,happy,1,0,0
1944,집에 가지마 (不要回家) - GD&T.O.P,117.4538352,hiphop,韩语,2019/6/10,positive,happy,1,0,0
1945,花灯游 - 封茗囧菌、洛少爷,123.046875,country,国语,2016/6/7,positive,mad,1,0,0
1946,喜悦 - 卢小旭,117.4538352,Pop,国语,2012/12/10,positive,sad,1,0,0
1947,大哥走路怕过谁 - 二咖(东北话配音),143.5546875,hiphop,,,,sad,1,0,0
1948,Romeo's Tune - Pajaro Sunrise,86.1328125,Folk,英语,2006/1/1,positive,happy,1,0,0
1949,집에 가지마 - GD&T.O.P,117.4538352,hiphop,韩语,2010/12/24,positive,happy,1,0,0
1950,酒醉的蝴蝶 (DJ版) - 若涵,151.99908090000002,hiphop,国语,2019/9/27,negative,happy,1,0,0
1951,劳作的春夏秋2 - 阿鲲,143.5546875,classical,纯音乐,2014/5/4,positive,happy,1,0,0
1952,轻快 - 胡伟立,95.703125,Pop,英语,2009/8/25,positive,sad,1,0,0
1953,就这 - 蒋先生、DJ阿金、李安芳吖,129.1992188,hiphop,纯音乐,2020/3/3,positive,happy,1,0,0
1954,The Tap Tap v Opeře 2010 - The Tap Tap,135.9991776,Pop,其他,2010/1/1,,happy,1,0,0
1955,黄莺 - 周子雷,89.10290948,Soundtrack,国语,2016/5/20,positive,peaceful,1,0,0
1956,微笑吧 (DJ版) - 香子,129.1992188,hiphop,国语,2020/4/8,positive,happy,1,0,0
1957,儿时 - DJ,129.1992188,hiphop,国语,2018/2/2,positive,sad,1,0,0
1958,Big Big World - Michael Cramtu,99.38401442,Pop,英语,1998/1/1,negative,sad,1,0,0
1959,卡农 (浪潮版) - 未知,89.10290948,Children,纯音乐,2019/10/6,positive,sad,1,0,0
1960,Indian Summer (OriginalMix) - Candido,129.1992188,Jazz,英语,2014/9/30,,happy,1,0,0
1961,Bagaikan Langit Di Sore Hari - DJ TikTok,151.99908090000002,Dance,印尼语,2020/1/29,negative,happy,1,0,0
1962,王者荣耀单挑王超燃BGM - 王英涛,129.1992188,rock,纯音乐,2020/4/28,negative,sad,1,0,0
1963,离不开你 (Live) - 黄绮珊,89.10290948,rock,国语,2017/12/31,negative,happy,1,0,0
1964,名探偵コナン メイン・テーマ (名侦探柯南 主题曲) - 大野克夫,129.1992188,Soundtrack,纯音乐,2013/4/17,negative,happy,1,0,0
1965,名探偵コナン メイン・テーマ (名侦探柯南 主题曲) - 大野克夫,129.1992188,Soundtrack,纯音乐,2013/4/17,negative,happy,1,0,0
1966,Funky (Original Mix) - DNF,129.1992188,hiphop,,,,mad,1,0,0
1967,Funky (Original Mix) - DNF,129.1992188,hiphop,,,,mad,1,0,0
1968,Controversia Entre Richard Capote Y Guelo Ramirez - Patria Guajira,143.5546875,WorldMusic,德语,2010/4/30,,happy,1,0,0
1969,Minuetto - Søren Bødker Madsen,95.703125,hiphop,,,,happy,1,0,0
1970,光明 (DJ阿福版) - 谭艳,129.1992188,hiphop,,,,mad,1,0,0
1971,森林狂想曲 - 晴诚,135.9991776,Pop,纯音乐,2020/4/30,negative,happy,1,0,0
1972,三寸天堂 - 马小郡,143.5546875,Pop,国语,2012/1/11,negative,happy,1,0,0
1973,三寸天堂 - 马小郡,143.5546875,Pop,国语,2012/1/11,negative,happy,1,0,0
1974,送别 - 孟贵彬,99.38401442,classical,,,,mad,1,0,0
1975,苏州好风光 - 朱虹,117.4538352,country,国语,2004/7/1,negative,happy,1,0,0
1976,苏州好风光 - 朱虹,117.4538352,country,国语,2004/7/1,negative,happy,1,0,0
1977,你在我心里无人能够代替 - 暴林,172.265625,blues,国语,2018/4/21,negative,happy,1,0,0
1978,我的唇吻不到我爱的人 - 未知,78.30255682,Pop,国语,2015/6/10,negative,happy,1,0,0
1979,"Get High, Live Life - Platinum Doug",123.046875,Dance,英语,2018/3/2,negative,happy,1,0,0
1980,마리아 (María) - 华莎,129.1992188,Pop,韩语,2020/6/29,negative,mad,1,0,0
1981,마리아 (María) - 华莎,129.1992188,Pop,韩语,2020/6/29,negative,mad,1,0,0
1982,마리아 (María) - 华莎,129.1992188,Pop,韩语,2020/6/29,negative,mad,1,0,0
1983,医生 - 许嵩,129.1992188,Pop,国语,2011/4/1,negative,sad,1,0,0
1984,铁血丹心 (二胡&中胡版) - 永安二胡,89.10290948,Pop,纯音乐,2011/12/9,negative,sad,1,0,0
1985,稻香 - 周杰伦,89.10290948,Pop,国语,2008/10/15,negative,sad,1,0,0
1986,为霜 - 羽肿,151.99908090000002,Pop,纯音乐,2018/2/4,negative,happy,1,0,0
1987,Trouble I'm In - Twinbed,129.1992188,Soundtrack,英语,2014/6/10,negative,sad,1,0,0
1988,你莫走 - 田锋、黑如霞,117.4538352,hiphop,国语,2020/4/29,negative,happy,1,0,0
1989,左手指月 (古琴版) - 古琴唐彬、白无瑕,143.5546875,Pop,国语,2019/3/15,negative,sad,1,0,0
1990,时间的过客 (烟嗓版片段) - 网络歌手,83.35433468,Pop,国语,2018/5/10,negative,sad,1,0,0
1991,高考必背古诗词 - 杨可爱,103.359375,pop,,,,happy,1,0,0
1992,알러뷰 (I Love You) - EXID,112.3471467,Dance,韩语,2018/11/21,negative,mad,1,0,0
1993,第131集 咖喱咖喱 一首快乐的小童谣 - 未知,135.9991776,Soundtrack,国语,2017/6/5,negative,mad,1,0,0
1994,给我一首歌的时间 - 周杰伦,117.4538352,R&B,国语,2008/10/15,negative,happy,1,0,0
1995,百家春 - 饶宁新,172.265625,classical,,,,mad,1,0,0
1996,佛系少女 - 冯提莫,129.1992188,hiphop,国语,2018/2/18,negative,mad,1,0,0
1997,潮流冠军 (MV版) - SNH48,151.99908090000002,rock,,,,happy,1,0,0
1998,当她哭的那一刻就是我的错 (DJ版) - 精彩轩迪、P.W.W.画风风、精彩辰浩,129.1992188,Dance,其他,2018/11/22,negative,sad,1,0,0
1999,东西 (女生版) - 西二,83.35433468,Pop,国语,2018/12/4,negative,sad,1,0,0
2000,뽀뽀뽀 (啵啵啵) - J_ust,129.1992188,Pop,韩语,,positive,peaceful,1,0,0
2001,Crying Over You ◐ - HONNE、Beka,83.35433468,Alternative,英语,2018/8/24,positive,happy,1,0,0
2002,のんびり晴ればれ - 纯音乐,123.046875,Soundtrack,纯音乐,2001/7/20,positive,happy,1,0,0
2003,难得有情人 (片段) - 阿梨粤,95.703125,Pop,粤语,1989/11/1,positive,happy,1,0,0
2004,难得有情人 (片段) - 阿梨粤,95.703125,Pop,粤语,1989/11/1,positive,happy,1,0,0
2005,难得有情人 (片段) - 阿梨粤,95.703125,Pop,粤语,1989/11/1,positive,happy,1,0,0
2006,难得有情人 (片段) - 阿梨粤,95.703125,Pop,粤语,1989/11/1,positive,happy,1,0,0
2007,父亲 - 龚玥,112.3471467,Pop,国语,2007/1/1,positive,happy,1,0,0
2008,皇家萌卫 - 灵空GTech,112.3471467,Soundtrack,纯音乐,2016/5/11,positive,happy,1,0,0
2009,皇家萌卫 - 灵空GTech,112.3471467,Soundtrack,纯音乐,2016/5/11,positive,happy,1,0,0
2010,怕鬼算什么我带你看看人心 (DJ版) - P.W.W.画风风,123.046875,Dance,英语,2018/10/23,positive,sad,1,0,0
2011,寻梦的蝶 - 天籁天,143.5546875,Pop,国语,2016/8/18,positive,happy,1,0,0
2012,寻梦的蝶 - 天籁天,143.5546875,Pop,国语,2016/8/18,positive,happy,1,0,0
2013,相遇的时光 - 楼兰、晨鹰,161.49902340000003,rock,,,,peaceful,1,0,0
2014,水乡等你来划船 - 王觉、高音敏子,129.1992188,Pop,国语,2018/3/17,positive,happy,1,0,0
2015,布谷鸟的尖叫声 - 纯音乐,172.265625,jazz,,,,mad,1,0,0
2016,布谷鸟的尖叫声 - 纯音乐,172.265625,jazz,,,,mad,1,0,0
2017,我在那一角落患过伤风 (纯音乐) - 冯曦妤,129.1992188,jazz,,,,sad,1,0,0
2018,New Morning - Bandari,143.5546875,NewAge,纯音乐,1999/1/1,positive,happy,1,0,0
2019,蓝色海黑色河 (DJ版) - 69,129.1992188,hiphop,国语,2020/6/15,positive,happy,1,0,0
2020,哎呀呀 (片段) - 小爱与花儿乐队,123.046875,hiphop,,,,mad,1,0,0
2021,三餐四季 - 校长（张驰）,112.3471467,hiphop,国语,2019/3/20,positive,sad,1,0,0
2022,让我做你的眼睛 (DJ版) - 毛小国,129.1992188,Dance,国语,2020/6/23,positive,sad,1,0,0
2023,娜娜娜 (Remix) - 花哨,129.1992188,Dance,其他,2018/8/31,positive,mad,1,0,0
2024,你说你会爱着我 - 赵鑫、花姐,99.38401442,rock,国语,2020/5/30,positive,happy,1,0,0
2025,望爱却步 - 于洋,112.3471467,Pop,国语,2018/7/4,positive,peaceful,1,0,0
2026,搁浅 - 丛书,80.74951172,Pop,国语,2018/2/7,positive,sad,1,0,0
2027,F r en ch Kiss (DJ完整版) - 69、耿晨曦,129.1992188,Dance,国语,2020/7/13,,mad,1,0,0
2028,贝加尔湖畔 - 纯音乐,112.3471467,jazz,,,,happy,1,0,0
2029,机器铃 砍菜刀 - 张卫,129.1992188,Pop,国语,2017/2/15,positive,happy,1,0,0
2030,机器铃 砍菜刀 - 张卫,129.1992188,Pop,国语,2017/2/15,positive,happy,1,0,0
2031,机器铃 砍菜刀 - 张卫,129.1992188,Pop,国语,2017/2/15,positive,happy,1,0,0
2032,怀念青春 (扎心版) - 刘刚,172.265625,Pop,国语,2018/2/3,positive,happy,1,0,0
2033,怀念青春 (扎心版) - 刘刚,172.265625,Pop,国语,2018/2/3,positive,happy,1,0,0
2034,怀念青春 (扎心版) - 刘刚,172.265625,Pop,国语,2018/2/3,positive,happy,1,0,0
2035,怀念青春 (扎心版) - 刘刚,172.265625,Pop,国语,2018/2/3,positive,happy,1,0,0
2036,怀念青春 (扎心版) - 刘刚,172.265625,Pop,国语,2018/2/3,positive,happy,1,0,0
2037,怀念青春 (扎心版) - 刘刚,172.265625,Pop,国语,2018/2/3,positive,happy,1,0,0
2038,okok嗒呤 - 是耀温顺,129.1992188,reggae,,,,happy,1,0,0
2039,夜空中最亮的星 - 小果酱,86.1328125,reggae,纯音乐,2015/6/10,positive,peaceful,1,0,0
2040,夜空中最亮的星 - 小果酱,86.1328125,reggae,纯音乐,2015/6/10,positive,peaceful,1,0,0
2041,辐射 - 邵彦棚,129.1992188,hiphop,纯音乐,2008/11/16,negative,mad,1,0,0
2042,"y2002_""精彩亮总"" - DJ张喜连",123.046875,hiphop,,,,mad,1,0,0
2043,"y2002_""精彩亮总"" - DJ张喜连",123.046875,hiphop,,,,mad,1,0,0
2044,"y2002_""精彩亮总"" - DJ张喜连",123.046875,hiphop,,,,mad,1,0,0
2045,鬼新娘 (DJ木亦舟版) - 杰儿合唱团,129.1992188,Dance,粤语,2019/9/28,positive,happy,1,0,0
2046,浪子回头 (改编版) - 大石桥联盟,86.1328125,rock,闽南语,2017/7/28,positive,happy,1,0,0
2047,Betrayal Voices - Immediate Music,123.046875,country,,,,happy,1,0,0
2048,1967 - Gontiti,151.99908090000002,Classical,纯音乐,,positive,sad,1,0,0
2049,我的快乐就是想你 - 陈雅森,151.99908090000002,Pop,国语,2014/3/27,positive,happy,1,0,0
2050,Born a Champion (Underscore_Full Length) - Unkown Artists,117.4538352,pop,,,,mad,1,0,0
2051,一直很安静 - 阿桑,107.6660156,Pop,国语,2005/2/25,positive,mad,1,0,0
2052,到底要怎么样 - Lil Ghost小鬼-王琳凯,161.49902340000003,Pop,国语,2020/4/8,negative,happy,1,0,0
2053,千与千寻 主题曲《いつも何度でも》 - 里德可以Houche,117.4538352,Rap/HipHop,国语,2020/6/14,positive,peaceful,1,0,0
2054,빙고 - Turtles,123.046875,Pop,韩语,2004/11/16,negative,sad,1,0,0
2055,一腔诗意喂了狗 - 花粥,92.28515625,blues,纯音乐,2019/10/22,positive,happy,1,0,0
2056,习惯你的好 - 王理文,83.35433468,Electronica,国语,2018/12/26,positive,peaceful,1,0,0
2057,Foot Of The Mountain - a-ha,135.9991776,rock,德语,2009/6/13,negative,happy,1,0,0
2058,爱拼才会赢 (片段) - 中国台湾老杨,89.10290948,blues,,,,mad,1,0,0
2059,爱拼才会赢 - 中国台湾老杨,83.35433468,Pop,闽南语,2011/9/30,negative,happy,1,0,0
2060,Sacrifice - Bandari,123.046875,pop,,,,peaceful,1,0,0
2061,亡くなった愛 (Remix) - 落地成盒,92.28515625,jazz,国语,2008/6/29,positive,mad,1,0,0
2062,地下情人 - 何伟图,117.4538352,pop,,,,happy,1,0,0
2063,欧美金曲串烧 - Various Artists,112.3471467,rock,,,,mad,1,0,0
2064,Indian Occupation in Kashmir - Arundhati Roy,75.99954044,rock,,,,happy,1,0,0
2065,香草吧噗 - 南拳妈妈,92.28515625,rock,,,,mad,1,0,0
2066,一口一口 - 童可可,151.99908090000002,WorldMusic,国语,2020/4/7,negative,mad,1,0,0
2067,卡农 (浪潮版) - Noble Music Project,89.10290948,Children,纯音乐,2019/10/6,positive,sad,1,0,0
2068,Little Leona - roy haynes,123.046875,Jazz,英语,2014/1/20,,happy,1,0,0
2069,Ghost - 陈泳弘,117.4538352,Pop,英语,2019/10/17,positive,mad,1,0,0
2070,枉凝眉 - 聆听花蕾,117.4538352,Pop,国语,1987/11/1,positive,sad,1,0,0
2071,稻香 - 周杰伦,75.99954044,Pop,国语,2008/10/15,negative,happy,1,0,0
2072,これがオタクの生きる道 - 神前暁,112.3471467,Soundtrack,纯音乐,2011/1/12,positive,happy,1,0,0
2073,Toca - Carnage、Timmy Trumpet、KSHMR,123.046875,blues,英语,2015/7/10,negative,sad,1,0,0
2074,魔法城堡 - 原来是萝卜丫,92.28515625,blues,国语,2020/6/29,positive,peaceful,1,0,0
2075,宁夏 (片段) - 程响Echo,92.28515625,jazz,,,,mad,1,0,0
2076,最美丽天使 (DJ版) - 唐小力,129.1992188,hiphop,,,,mad,1,0,0
2077,想你的人没有睡 - 陈淑桦,161.49902340000003,Pop,国语,1991/12/5,positive,mad,1,0,0
2078,金风吹来的时候 - 郑强,135.9991776,WorldMusic,纯音乐,2003/12/2,positive,happy,1,0,0
2079,How You Like That (cover: BLACKPINK) - AZhen,92.28515625,pop,,,,mad,1,0,0
2080,她说 - 林俊杰,86.1328125,Pop,国语,2010/12/8,positive,peaceful,1,0,0
2081,哑巴新娘 (慢四版) - 李羿慧,143.5546875,country,,,,peaceful,1,0,0
2082,Welcome to Planet Urf (欢迎来到海牛星) - 英雄联盟,172.265625,Soundtrack,纯音乐,2015/3/1,positive,happy,1,0,0
2083,Die Carpathia - Abenteuer、Wissen,95.703125,hiphop,德语,2013/6/21,,happy,1,0,0
2084,「二胡」雨碎江南 - 未知,151.99908090000002,country,,,,happy,1,0,0
2085,嗜睡 - 渡,89.10290948,hiphop,,,,peaceful,1,0,0
2086,赤伶 (DJ69、DJ虞姬版) - 等什么君,129.1992188,Dance,国语,2020/4/27,negative,peaceful,1,0,0
2087,美丽的神话 - 孙楠、韩红,129.1992188,hiphop,国语,2005/9/23,positive,mad,1,0,0
2088,梦中有你 - 陆正信,95.703125,Pop,国语,2019/5/3,positive,happy,1,0,0
2089,三月里的小雨 - 王恰恰,129.1992188,hiphop,国语,2019/6/4,negative,mad,1,0,0
2090,口是心非 - 丫蛋蛋(马启涵)、崔铭嘉,135.9991776,Pop,国语,2020/3/2,positive,sad,1,0,0
2091,Blueming (改编版片段) - 张大千子,103.359375,blues,,,,happy,1,0,0
2092,いいのかな? - 水谷広実,129.1992188,blues,,,,sad,1,0,0
2093,烟雨江南 - 云菲菲,89.10290948,Pop,国语,2015/5/7,positive,mad,1,0,0
2094,最后的倾诉 (并四版) - 刘晓,78.30255682,hiphop,,,,sad,1,0,0
2095,抖音最火换装卡点 (抖音完整原版) - 未知,151.99908090000002,Pop,纯音乐,2020/6/30,positive,happy,1,0,0
2096,不愿看到你流泪 (DJ晓鹰版) - 高进,123.046875,hiphop,,,,happy,1,0,0
2097,冲动的惩罚 - 刀郎,99.38401442,Pop,国语,2004/1/6,negative,sad,1,0,0
2098,美丽的神话 - 纯音乐,129.1992188,hiphop,,,positive,mad,1,0,0
2099,Lego House (Live) - Ed Sheeran,92.28515625,blues,英语,2014/9/23,negative,sad,1,0,0
2100,像鱼 - 王贰浪,69.83741554,Pop,国语,2018/12/11,positive,sad,1,0,0
2101,感官先生 (Live片段) - 七夕,129.1992188,reggae,,,,happy,1,0,0
2102,娜鲁娃情歌 - 林玉英,117.4538352,Pop,国语,1989/1/1,positive,mad,1,0,0
2103,感官先生 - 七夕,129.1992188,reggae,国语,2019/7/5,negative,happy,1,0,0
2104,阿尔山 - 梦然,143.5546875,Pop,国语,2019/5/27,negative,happy,1,0,0
